sequence_id,gesture0,gesture1,gesture2,gesture3,gesture4,gesture5,gesture6,gesture7,gesture8,gesture9,gesture10,gesture11,gesture12,gesture13,gesture14,gesture15,gesture16,gesture17,gesture18,gesture19,gesture_true,Usage,all_sensors
ANON_002598,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Write name on leg,Write name on leg,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Private,True
ANON_003065,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,False
ANON_002582,Text on phone,Text on phone,Feel around in tray and pull out an object,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,False
ANON_002668,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Write name on leg,Write name on leg,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Private,False
ANON_000858,Above ear - pull hair,Above ear - pull hair,Forehead - pull hairline,Forehead - pull hairline,Cheek - pinch skin,Cheek - pinch skin,Above ear - pull hair,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Above ear - pull hair,Forehead - pull hairline,Forehead - pull hairline,Cheek - pinch skin,Above ear - pull hair,Above ear - pull hair,Cheek - pinch skin,Neck - pinch skin,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Private,False
ANON_000853,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Private,True
ANON_000015,Forehead - scratch,Forehead - scratch,Forehead - pull hairline,Neck - scratch,Forehead - scratch,Neck - scratch,Forehead - scratch,Forehead - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Neck - scratch,Public,True
ANON_002626,Eyelash - pull hair,Neck - scratch,Neck - scratch,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Neck - scratch,Neck - scratch,Eyelash - pull hair,Eyelash - pull hair,Above ear - pull hair,Eyebrow - pull hair,Above ear - pull hair,Eyelash - pull hair,Above ear - pull hair,Neck - scratch,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Private,False
ANON_000771,Pinch knee/leg skin,Cheek - pinch skin,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair,Eyelash - pull hair,Forehead - pull hairline,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Private,False
ANON_002913,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Public,True
ANON_001100,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,True
ANON_001352,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Write name on leg,Write name on leg,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Private,False
ANON_002278,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Public,True
ANON_002183,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Public,True
ANON_001227,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin,Write name on leg,Write name on leg,Scratch knee/leg skin,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin,Write name on leg,Write name on leg,Write name on leg,Scratch knee/leg skin,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Pinch knee/leg skin,Private,False
ANON_003097,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Private,False
ANON_000941,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Write name on leg,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Private,False
ANON_001120,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Pinch knee/leg skin,Pinch knee/leg skin,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Public,True
ANON_002324,Above ear - pull hair,Above ear - pull hair,Cheek - pinch skin,Eyelash - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Cheek - pinch skin,Above ear - pull hair,Above ear - pull hair,Cheek - pinch skin,Cheek - pinch skin,Above ear - pull hair,Public,True
ANON_002047,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Above ear - pull hair,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name on leg,Write name on leg,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Public,False
ANON_001042,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Cheek - pinch skin,Cheek - pinch skin,Wave hello,Write name in air,Write name in air,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Cheek - pinch skin,Cheek - pinch skin,Wave hello,Cheek - pinch skin,Cheek - pinch skin,Wave hello,Private,False
ANON_002770,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Public,True
ANON_001490,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Private,True
ANON_002827,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,False
ANON_001867,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Public,False
ANON_003211,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Private,False
ANON_001012,Scratch knee/leg skin,Scratch knee/leg skin,Write name on leg,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin,Write name on leg,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Write name on leg,Write name on leg,Write name on leg,Scratch knee/leg skin,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Private,True
ANON_000096,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Private,False
ANON_002566,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Public,True
ANON_000151,Eyebrow - pull hair,Forehead - pull hairline,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Forehead - scratch,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Forehead - pull hairline,Forehead - pull hairline,Forehead - scratch,Forehead - scratch,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Private,False
ANON_000461,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Write name on leg,Write name on leg,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Public,False
ANON_002824,Forehead - scratch,Forehead - scratch,Neck - scratch,Neck - scratch,Eyelash - pull hair,Neck - scratch,Neck - scratch,Neck - scratch,Forehead - scratch,Neck - scratch,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Neck - scratch,Eyelash - pull hair,Forehead - scratch,Forehead - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,False
ANON_000571,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Private,False
ANON_002646,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,True
ANON_002499,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,False
ANON_001256,Forehead - scratch,Forehead - scratch,Eyelash - pull hair,Eyelash - pull hair,Forehead - scratch,Above ear - pull hair,Neck - scratch,Neck - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Neck - scratch,Neck - scratch,Neck - pinch skin,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,False
ANON_001529,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Public,True
ANON_003148,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Private,False
ANON_001232,Above ear - pull hair,Above ear - pull hair,Eyebrow - pull hair,Cheek - pinch skin,Neck - scratch,Cheek - pinch skin,Eyebrow - pull hair,Cheek - pinch skin,Above ear - pull hair,Above ear - pull hair,Neck - scratch,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair,Cheek - pinch skin,Above ear - pull hair,Above ear - pull hair,Cheek - pinch skin,Cheek - pinch skin,Above ear - pull hair,Private,False
